日期,冬瓜,南瓜,土豆,大白菜,大葱,大蒜,富士苹果,巨峰葡萄,平菇,油菜,洋白菜,活草鱼,活鲤鱼,活鲫鱼,牛肉,猪肉(白条猪),生姜,生菜,白条鸡,白萝卜,白鲢活鱼,羊肉,胡萝卜,花鲢活鱼,芹菜,茄子,莲藕,莴笋,菜花,菠菜,菠萝,西瓜,西红柿,西葫芦,豆角,青椒,韭菜,香菇,香蕉,鸡蛋,鸭梨,黄瓜
2014-09-23,0.6,1.2,1.7,0.7,1.8,4.0,5.0,,9.0,2.3,0.8,16.0,14.0,16.5,54.5,25.0,17.0,4.0,18.5,1.35,9.0,50.0,1.2,,0.8,1.4,6.0,2.7,1.3,4.4,,0.6,1.1,0.8,3.0,1.5,2.5,14.6,8.0,12.35,,2.4
2014-09-24,0.6,1.4,1.6,0.7,1.9,4.0,5.0,,9.0,2.7,0.8,16.0,14.0,16.5,55.0,25.0,17.0,4.6,18.5,1.35,9.0,50.0,1.3,,0.8,1.4,6.6,2.5,1.2,4.1,,0.6,1.2,0.7,2.8,1.5,2.5,15.0,8.0,12.35,,2.5
2014-09-25,0.6,1.4,1.4,0.6,2.2,4.2,5.0,,9.0,2.8,,16.0,12.0,15.0,54.0,,18.0,4.6,17.0,1.0,8.0,46.0,1.2,,0.6,,6.6,2.8,1.0,4.0,,0.6,0.8,0.7,2.6,1.4,2.4,15.0,8.0,11.2,,2.0
2014-09-26,0.6,1.4,1.4,0.6,2.2,4.2,5.0,,8.6,2.4,,16.0,12.0,15.0,54.0,,18.0,4.6,17.0,1.0,8.0,46.0,1.0,,0.6,,6.6,2.4,1.2,4.4,,0.6,0.8,0.8,2.6,1.2,2.4,15.4,8.0,11.2,,2.0
2014-09-27,0.6,1.4,1.4,0.6,2.2,4.2,5.0,,8.0,2.4,,16.0,12.0,15.6,54.0,,18.0,4.6,17.0,1.0,8.0,46.6,1.0,,0.6,,6.6,2.6,1.2,4.0,,0.6,0.8,1.0,2.8,1.2,2.2,15.4,8.0,11.0,,2.0
2014-09-28,0.6,1.4,1.65,0.7,1.7,3.9,5.0,,8.4,2.4,0.8,16.0,14.0,16.8,55.0,25.0,17.4,4.0,18.5,1.35,9.0,50.3,1.2,,0.8,1.4,6.6,2.3,1.2,3.2,,0.6,1.4,0.8,3.1,1.3,2.3,15.4,7.6,12.25,,2.0
2014-09-29,0.6,1.4,1.65,0.7,1.7,3.9,5.0,,8.4,2.3,0.8,16.0,14.0,16.8,55.0,25.0,17.3,4.0,18.5,1.25,9.0,50.3,1.2,,0.8,1.4,6.6,2.2,1.0,3.3,,0.6,1.3,0.8,3.5,1.3,2.3,15.4,7.6,12.25,,2.0
2014-09-30,0.6,1.4,1.5,0.6,1.8,4.0,5.0,,8.4,2.2,,16.0,12.0,15.6,54.0,,18.0,3.8,17.0,0.9,8.0,46.6,1.0,,0.6,,6.6,2.8,1.0,4.0,,0.6,0.8,0.8,4.0,1.0,2.4,15.4,7.6,11.0,,1.6
2014-10-01,0.6,1.4,1.5,,1.8,4.0,5.0,,8.2,,,16.0,12.0,15.4,55.0,,18.0,4.0,17.0,0.8,8.0,46.6,1.0,,0.6,,6.6,2.8,1.0,,,0.6,0.8,0.8,4.0,1.0,2.4,15.4,7.6,11.0,,1.6
2014-10-02,0.6,1.4,1.5,0.6,1.8,4.0,5.0,,8.0,2.2,,15.0,13.0,15.4,54.0,,18.0,4.0,17.0,0.8,8.0,46.0,1.1,,0.6,,6.6,2.4,1.2,4.0,,0.6,0.8,0.8,4.0,1.1,2.5,15.4,7.6,11.0,,1.7
2014-10-03,0.6,1.4,1.5,0.6,1.8,4.0,5.0,,8.6,2.0,,15.0,13.0,15.4,54.0,,17.0,4.0,17.0,0.8,8.0,46.0,1.1,,0.6,,6.6,2.4,1.0,3.0,,0.7,0.8,0.7,4.0,1.0,2.5,15.4,7.0,11.0,,1.4
2014-10-04,0.6,1.4,1.5,0.6,1.9,4.0,5.0,,8.6,2.0,,15.0,13.0,15.4,54.0,,17.0,4.2,17.0,0.8,8.0,46.0,1.1,,0.7,,6.6,2.4,1.1,3.0,,0.7,0.8,0.8,4.0,1.1,2.5,15.4,7.0,11.0,,1.5
2014-10-05,0.6,1.6,1.6,0.5,2.0,3.8,5.0,,7.0,2.4,,15.0,13.0,15.4,54.0,,18.0,4.0,17.0,0.7,8.0,46.0,1.2,,0.7,,6.6,2.4,0.8,3.6,,0.7,0.8,0.8,4.4,1.0,2.4,15.0,6.8,11.0,,1.6
2014-10-06,0.6,1.6,1.6,0.5,2.0,3.8,5.0,,7.0,2.4,,15.0,13.0,15.4,54.0,,18.0,3.6,17.0,0.7,8.0,46.0,1.2,,0.8,,6.6,2.4,1.0,4.0,,0.7,0.8,0.8,4.6,1.0,2.4,14.0,6.8,11.0,,1.6
2014-10-07,0.6,1.6,1.6,0.5,2.2,4.0,5.0,,7.0,2.0,,15.0,13.0,15.4,54.0,,18.0,3.6,17.0,0.7,8.0,46.0,1.2,,0.8,,6.6,2.6,0.8,3.4,,0.7,0.8,1.0,5.0,1.2,3.0,12.0,6.0,10.8,,1.4
2014-10-08,0.6,1.6,1.8,0.65,2.0,3.7,5.0,,7.0,2.1,0.8,16.0,14.5,16.7,53.0,22.0,15.3,4.0,17.0,1.25,8.5,48.0,1.3,,0.85,1.2,6.6,2.3,1.0,3.4,,0.7,1.4,1.2,3.9,1.4,3.2,12.0,6.0,11.9,,1.7
2014-10-09,0.6,1.6,1.7,0.65,2.0,3.7,5.0,,6.6,2.0,0.8,16.0,14.5,16.7,53.0,22.0,15.3,4.0,17.0,1.25,8.5,48.0,1.3,,1.0,1.2,6.6,2.0,1.0,3.4,,0.7,1.4,0.8,4.0,1.7,3.3,12.0,5.8,11.9,,1.8
2014-10-10,0.6,1.6,1.6,0.5,2.2,4.0,5.0,,6.6,1.8,,15.0,13.0,15.4,54.0,,18.0,4.0,17.0,0.7,8.0,46.0,1.2,,0.6,,6.6,2.0,0.8,3.4,,0.7,0.8,0.8,5.0,1.6,3.6,12.0,5.8,10.8,,1.6
2014-10-11,0.6,1.6,1.6,0.6,2.2,4.0,5.0,,5.0,2.0,,15.0,13.0,15.4,54.0,,18.0,4.0,17.0,0.7,8.0,46.0,1.2,,0.8,,6.6,2.0,1.0,3.6,,0.7,0.8,0.8,5.0,1.6,4.0,12.0,5.8,10.8,,1.6
2014-10-12,0.6,1.6,1.6,0.7,1.8,4.0,5.0,,5.0,2.0,,15.0,12.0,15.6,54.0,,8.6,4.0,17.0,0.8,8.0,46.0,1.2,,1.0,,6.6,2.0,1.2,4.0,,0.8,1.6,1.0,5.2,2.4,4.4,12.6,5.8,10.8,,2.0
2014-10-13,0.6,1.6,1.7,0.7,1.8,4.1,5.0,,5.0,2.0,0.8,16.0,14.0,16.8,53.0,22.0,9.8,3.4,17.0,1.3,8.5,48.0,1.3,,1.1,1.2,6.6,2.0,1.4,3.4,,0.8,2.0,0.8,4.2,2.2,3.7,12.6,5.8,11.9,,1.7
2014-10-14,0.6,1.6,1.7,0.7,1.85,4.25,5.0,,5.0,2.4,0.8,16.0,14.0,16.8,53.0,22.0,8.5,3.2,17.0,1.3,8.5,48.0,1.4,,1.1,1.2,6.6,2.25,1.4,3.1,,0.8,1.8,0.8,4.3,2.2,3.7,12.6,5.8,11.9,,1.7
2014-10-15,0.6,1.6,1.6,0.7,1.95,4.25,5.0,,6.0,2.0,0.8,16.0,14.0,16.8,53.0,22.0,7.7,2.6,17.0,1.3,8.9,48.0,1.4,,1.2,1.4,6.6,2.2,1.4,3.2,,0.8,2.1,1.0,4.7,2.2,4.3,13.0,5.6,11.9,,1.9
2014-10-16,0.6,1.6,1.6,0.7,1.9,4.25,5.0,,6.0,2.0,0.8,16.0,14.0,16.8,53.0,22.0,7.7,2.6,17.0,1.3,8.9,48.0,1.4,,1.2,1.5,6.6,2.2,1.4,3.1,,0.8,2.0,1.0,5.4,2.2,4.3,13.0,5.6,11.9,,1.9
2014-10-17,0.6,1.6,1.6,0.7,1.9,4.25,5.0,,6.6,2.0,0.8,16.0,14.0,16.8,53.0,22.0,7.6,2.2,17.0,1.3,8.9,48.0,1.4,,1.1,1.5,6.6,2.2,1.6,2.8,,0.8,1.8,1.4,5.25,2.2,3.9,13.0,5.6,11.9,,2.1
2014-10-18,0.6,1.6,1.6,0.6,2.2,4.0,5.0,,6.6,1.6,,15.0,12.0,15.6,54.0,,8.6,2.2,17.0,0.8,7.6,46.0,1.2,,0.8,,6.6,2.0,1.6,3.0,,0.8,1.6,1.4,6.0,2.6,4.2,13.0,5.6,10.8,,2.4
2014-10-19,0.6,1.6,1.6,0.6,2.2,4.0,5.0,,6.0,1.6,,15.0,12.0,15.6,54.0,,8.0,2.4,17.0,0.8,7.6,46.0,1.2,,1.0,,6.0,1.6,2.2,2.0,,0.8,2.0,1.8,6.0,2.4,4.0,12.6,5.6,10.6,,2.4
2014-10-20,0.6,1.6,1.55,0.65,1.9,4.5,5.0,,7.6,1.8,0.6,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.1,8.8,48.0,1.4,,1.3,1.6,6.0,2.0,2.0,2.7,,0.8,2.1,1.8,5.7,2.3,4.1,13.2,5.6,11.8,,1.9
2014-10-21,0.6,1.6,1.55,0.65,1.9,4.6,5.0,,7.6,1.8,0.6,16.0,14.0,16.8,53.0,22.0,7.0,3.0,17.0,1.1,8.8,48.0,1.3,,1.3,1.6,6.0,2.0,2.3,2.6,,0.8,2.1,1.8,5.9,2.3,4.15,13.6,5.6,11.8,,1.9
2014-10-22,0.7,1.6,1.55,0.65,1.8,4.3,5.0,,6.0,1.8,0.6,16.0,14.0,16.8,53.0,22.0,7.0,2.4,17.0,1.1,8.8,48.0,1.3,,1.15,1.6,6.0,2.0,2.3,2.3,,,2.1,2.0,5.5,2.4,4.05,14.6,5.6,11.8,,2.0
2014-10-23,0.7,1.6,1.55,0.65,1.8,4.3,5.0,,6.0,1.7,0.6,16.0,14.0,16.8,53.0,22.0,7.0,2.4,17.0,1.1,8.8,48.0,1.3,,1.05,1.6,6.0,2.0,2.1,2.3,,,2.1,2.0,5.5,2.8,4.45,14.6,5.6,11.8,,2.1
2014-10-24,0.7,1.8,1.55,0.65,1.8,4.2,5.0,,6.0,1.7,0.6,16.0,14.0,16.8,53.0,22.0,7.2,2.6,17.0,1.1,8.8,48.0,1.3,,1.0,1.6,6.0,2.0,1.9,2.4,,,2.0,2.0,5.0,2.9,4.55,14.6,5.6,11.8,,1.9
2014-10-25,0.7,1.8,1.5,0.5,2.0,4.4,5.0,,6.0,1.4,,15.0,12.0,15.6,54.0,,8.0,2.6,17.0,0.8,7.6,46.0,1.2,,0.8,,6.0,1.6,2.0,2.6,,,2.0,2.0,6.0,2.8,4.6,14.6,5.6,10.6,,1.6
2014-10-26,0.7,1.8,1.4,0.5,0.8,4.4,5.0,,5.4,1.2,,15.0,12.0,15.6,54.0,,8.0,2.6,17.0,1.4,7.6,46.0,1.2,,0.7,,6.0,1.6,1.6,2.6,,,1.6,1.6,6.0,2.8,4.6,14.6,5.6,10.6,,1.6
2014-10-27,0.7,1.8,1.5,0.65,1.2,4.5,5.0,,5.4,1.6,0.5,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.4,8.8,48.0,1.25,,0.95,1.4,6.0,2.0,1.7,2.55,,,1.9,1.6,4.35,3.0,4.4,14.6,5.6,11.8,,1.7
2014-10-28,0.7,1.8,1.5,0.7,1.6,4.6,5.0,,5.4,1.5,0.5,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.4,8.8,48.0,1.25,,1.1,2.8,5.6,2.0,1.9,2.6,,,1.8,1.6,4.6,3.4,4.4,14.6,5.6,11.8,,1.7
2014-10-29,0.7,1.8,1.5,0.7,1.6,4.6,5.0,,5.4,1.5,0.5,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.4,8.8,48.0,1.25,,1.1,4.0,5.6,1.8,2.0,2.5,,,1.5,1.6,4.6,3.0,4.3,14.6,5.6,11.8,,1.6
2014-10-30,0.7,2.0,1.5,0.7,1.6,4.7,5.0,,4.0,1.5,0.5,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.3,8.8,48.0,1.25,,1.0,4.0,5.6,1.9,2.2,2.6,,,1.55,1.6,4.1,3.0,3.5,13.0,5.6,11.8,,1.8
2014-10-31,0.7,2.0,1.5,0.7,1.6,4.7,5.0,,4.0,1.5,0.6,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.3,8.8,48.0,1.25,,1.0,4.0,5.6,1.9,2.2,2.9,,,1.55,1.6,4.1,3.0,3.6,13.0,5.6,11.8,,1.8
2014-11-01,0.7,2.0,1.4,0.6,1.4,4.8,5.0,,4.6,1.4,,15.0,12.0,15.6,54.0,,8.0,2.6,17.0,1.1,7.6,46.0,1.2,,0.8,,5.6,2.0,1.8,3.2,,,1.6,1.6,6.0,2.6,3.4,12.6,5.6,10.6,,2.0
2014-11-02,0.7,2.0,1.4,0.6,1.4,4.8,5.0,,5.0,1.4,,15.0,12.0,15.6,54.0,,8.0,2.6,17.0,1.1,7.6,46.0,1.1,,0.8,,5.6,2.0,1.6,3.2,,,1.6,1.6,6.0,2.6,3.4,12.6,5.6,10.6,,2.0
2014-11-03,0.7,2.2,1.5,0.65,1.6,4.7,5.0,,6.0,1.6,0.6,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.3,8.8,48.0,1.2,,1.0,4.0,6.0,2.1,2.0,2.6,,2.4,1.6,1.6,4.9,2.8,3.6,12.6,5.6,11.8,,1.8
2014-11-04,0.7,2.2,1.5,0.6,1.6,4.7,5.0,,6.4,1.6,0.6,16.0,14.0,16.8,53.0,22.0,7.0,2.8,17.0,1.3,8.8,48.0,1.2,,1.0,3.8,6.0,2.2,2.0,2.6,,2.4,1.65,1.6,5.15,2.55,3.7,12.6,5.6,11.8,,2.1
2014-11-05,0.7,2.2,1.5,0.65,1.6,4.5,5.0,,6.4,1.6,0.6,16.0,14.0,16.8,53.0,22.0,6.75,2.4,17.0,1.3,8.8,48.0,1.25,,1.0,3.2,6.6,2.2,2.0,2.7,,2.4,1.45,1.6,5.4,2.55,3.8,12.6,5.6,11.8,,2.3
2014-11-06,0.7,2.2,1.5,0.65,1.5,4.5,5.0,,6.4,1.7,0.6,16.0,14.0,16.8,53.0,22.0,6.75,2.4,17.0,1.3,8.8,48.0,1.25,,1.0,4.2,6.6,2.2,2.0,2.7,,2.4,1.45,1.6,5.3,2.5,4.0,12.6,5.6,11.8,,2.2
2014-11-07,0.8,2.2,1.5,0.65,1.5,4.5,5.0,,6.0,1.5,0.6,16.0,14.0,16.8,53.0,22.0,6.75,2.6,17.0,1.3,8.8,48.0,1.25,,1.0,4.2,6.0,2.0,2.3,2.7,,2.8,1.35,1.6,5.3,2.5,3.5,12.4,5.4,11.7,,2.7
2014-11-08,0.8,2.2,1.4,0.5,1.2,4.4,5.0,,6.0,1.2,,15.0,12.0,15.6,54.0,,8.0,2.6,17.0,1.2,7.6,46.0,1.1,,1.0,,6.0,2.0,2.4,3.0,,3.0,1.0,1.6,6.6,2.6,3.4,12.4,5.4,10.4,,3.0
2014-11-09,0.8,2.2,1.4,0.5,1.2,4.4,5.0,,6.0,1.2,,15.0,12.0,15.6,54.0,,8.0,2.4,17.0,1.2,7.6,46.0,1.1,,0.8,,6.4,2.0,2.6,3.0,,3.0,1.2,2.0,6.0,2.6,4.0,12.4,5.4,10.2,,3.2
2014-11-10,0.8,2.2,1.5,0.65,1.5,4.6,5.0,,5.0,1.6,0.6,16.0,14.0,16.8,53.0,22.0,6.75,2.6,17.0,1.3,8.8,48.0,1.3,,0.9,4.0,6.4,1.8,2.6,2.8,,3.0,1.8,2.2,5.2,2.55,4.0,12.4,5.4,11.6,,3.5
2014-11-11,0.8,2.2,1.5,0.65,1.5,4.6,5.0,,5.2,1.6,0.6,16.0,14.0,16.8,53.0,22.0,6.75,2.6,17.0,1.3,8.8,48.0,1.3,,1.0,4.4,6.4,1.8,2.6,2.8,,3.0,1.8,2.2,5.4,2.8,4.0,12.4,5.4,11.6,,3.5
2014-11-12,0.8,2.0,1.5,0.7,1.4,4.7,5.0,,5.0,1.8,0.6,16.0,14.0,16.8,53.0,22.0,6.75,2.6,17.0,1.3,8.8,48.0,1.3,,1.1,4.0,6.0,1.8,2.6,3.2,,3.0,1.9,2.0,5.1,2.9,4.3,12.4,5.6,11.6,,3.8
2014-11-13,0.8,2.0,1.5,0.65,1.4,4.7,5.0,,5.0,1.9,0.7,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.3,8.8,48.0,1.3,,1.1,4.0,6.0,2.0,2.5,3.3,,3.0,1.8,2.0,5.6,2.8,4.4,12.4,5.6,11.6,,4.0
2014-11-14,0.8,2.0,1.5,0.65,1.4,4.7,5.0,,5.0,1.9,0.7,16.0,14.0,16.8,53.0,22.0,7.0,2.6,17.0,1.25,8.8,48.0,1.3,,1.1,4.0,6.0,2.1,2.6,3.1,,3.0,1.8,2.0,5.2,2.8,4.4,12.4,5.6,11.6,,4.2
2014-11-15,0.8,2.0,1.4,0.5,1.2,4.6,5.0,,5.2,1.3,,15.0,12.0,15.6,54.4,,8.0,2.8,17.0,1.2,7.6,46.0,1.2,,1.1,,6.0,2.2,2.8,3.4,,3.0,1.4,2.0,6.0,2.8,4.4,12.4,5.6,10.2,,3.4
2014-11-16,0.8,2.0,1.4,0.5,1.2,4.6,5.0,,6.2,1.2,,15.0,12.0,15.6,54.4,,8.0,2.8,17.0,1.2,7.6,43.6,1.2,,1.2,,6.0,2.4,2.8,3.5,,3.0,1.5,2.0,6.2,3.0,4.2,12.4,5.4,10.2,,3.6
2014-11-17,0.8,2.0,1.5,0.7,1.4,4.7,5.0,,6.4,2.0,0.7,16.0,14.0,16.8,53.2,22.0,7.0,3.0,17.0,1.3,9.0,46.8,1.3,,1.2,4.0,6.0,2.4,2.4,3.0,,3.0,1.75,2.0,5.5,3.3,4.8,12.4,5.6,11.6,,4.4
2014-11-18,0.8,2.0,1.5,0.7,1.4,4.7,5.0,,7.4,2.25,0.7,16.3,14.0,16.8,53.0,22.0,6.7,3.2,17.0,1.3,9.0,46.8,1.2,,1.1,3.6,6.0,2.4,2.4,2.8,,3.0,1.75,2.2,5.6,3.5,4.9,12.4,5.6,11.6,,4.7
2014-11-19,0.8,2.0,1.5,0.7,1.4,4.7,5.0,,7.4,2.4,0.7,16.3,14.0,16.8,53.0,22.0,6.7,3.8,17.0,1.3,9.0,48.0,1.2,,1.1,3.7,6.4,2.4,2.5,3.0,,3.0,1.8,2.2,5.8,3.5,5.0,12.4,5.6,11.6,,4.8
2014-11-20,0.8,2.0,1.5,0.7,1.4,4.7,5.0,,7.8,2.5,0.7,16.3,14.0,16.8,53.0,22.0,6.7,4.0,17.0,1.3,9.0,48.0,1.25,,1.05,4.0,6.4,2.4,2.55,3.0,,3.0,1.8,2.2,5.8,3.5,4.9,12.6,5.4,11.5,,5.2
2014-11-21,1.0,2.0,1.5,0.65,1.3,4.7,5.0,,8.0,2.5,0.7,16.2,14.0,16.8,53.0,22.0,6.7,4.2,17.0,1.4,9.0,48.0,1.25,,1.05,4.4,6.4,2.5,2.55,3.0,,3.0,1.7,2.2,5.8,3.5,4.9,12.8,5.4,11.5,,5.3
2014-11-22,1.0,2.0,1.4,0.5,1.0,4.6,5.0,,8.0,2.0,,15.4,12.0,15.6,54.0,,8.0,4.2,17.0,1.2,8.0,46.0,1.1,,0.9,,6.4,2.4,2.6,3.6,,3.0,1.0,2.2,7.2,3.2,4.4,12.8,5.4,10.0,,4.6
2014-11-23,1.0,2.0,1.4,0.5,1.1,4.6,5.0,,8.0,2.0,,15.4,12.0,15.6,54.0,,8.0,4.6,17.0,1.2,8.0,46.0,1.1,,0.9,,6.4,2.4,2.4,3.2,,3.0,1.0,2.2,7.2,3.2,4.4,12.8,5.4,10.0,,4.6
2014-11-24,1.0,2.2,1.5,0.7,1.4,4.7,5.0,,7.0,2.5,1.0,16.2,14.0,16.8,53.0,22.0,6.6,4.6,17.0,1.4,9.0,48.0,1.4,,1.0,3.4,6.2,2.4,2.3,3.2,,3.0,1.8,2.4,5.8,3.9,5.4,13.6,5.4,11.25,,4.8
2014-11-25,1.0,2.4,1.5,0.75,1.4,4.7,5.0,,6.6,2.6,1.2,16.2,14.0,16.7,53.0,22.0,6.6,4.4,17.0,1.3,9.0,48.0,1.4,,1.1,3.2,6.2,2.4,2.5,3.2,,3.0,1.8,2.4,5.8,3.9,5.4,13.6,5.4,11.25,,4.8
2014-11-26,1.0,2.4,1.6,0.75,1.4,4.7,5.0,,6.6,2.7,1.2,16.2,14.0,16.7,53.0,22.0,6.6,5.0,17.0,1.2,9.0,48.0,1.4,,1.1,3.2,5.6,2.5,2.8,3.4,,3.2,1.9,2.4,5.8,4.1,5.6,13.6,5.4,11.25,,4.7
2014-11-27,1.0,2.6,1.5,0.75,1.4,4.7,5.0,,6.6,2.7,1.2,16.2,13.0,16.7,53.0,22.0,6.7,5.2,17.0,1.2,9.0,48.0,1.4,,1.1,3.6,5.6,2.5,2.8,3.35,,3.2,1.9,2.4,5.8,4.1,6.2,13.6,5.4,11.25,,4.7
2014-11-28,1.0,2.4,1.5,0.8,1.4,4.7,5.0,,6.6,2.9,0.8,16.2,13.0,16.5,53.0,22.0,6.6,5.2,17.0,1.2,9.0,48.0,1.45,,1.1,3.6,5.6,2.8,2.85,3.65,,3.2,1.9,3.0,6.2,4.1,6.2,13.0,5.4,11.25,,5.5
2014-11-29,1.0,2.4,1.4,0.6,1.2,4.6,5.0,,6.6,2.4,,15.4,12.0,15.0,54.0,,7.6,5.2,17.0,1.0,8.0,46.0,1.3,,0.8,,5.6,2.6,3.0,4.0,,3.2,1.6,3.0,8.0,3.8,5.4,12.6,5.4,10.0,,5.8
2014-11-30,1.0,2.4,1.4,0.7,1.2,4.6,5.0,,6.6,2.4,,15.4,12.0,15.0,54.0,,7.6,5.2,17.0,1.0,8.0,46.0,1.3,,0.8,,5.6,2.8,3.0,4.0,,3.2,1.6,3.0,8.0,4.0,5.6,12.4,5.4,10.0,,6.0
2014-12-01,1.0,2.4,1.5,0.9,1.4,4.7,5.0,,7.0,3.35,1.2,16.2,13.0,16.5,53.0,22.0,6.7,5.6,17.0,1.15,9.0,48.0,1.75,,1.1,3.7,5.6,3.1,2.3,3.5,,3.4,2.0,3.0,6.2,4.3,6.8,12.4,5.2,11.25,,6.1
2014-12-02,1.0,2.4,1.5,0.9,1.4,4.7,5.0,,7.0,3.2,1.2,16.2,13.0,16.5,53.0,22.0,6.7,6.0,17.0,1.15,9.0,48.0,1.75,,1.1,3.7,5.6,3.1,2.2,3.7,,3.4,2.0,3.4,6.2,4.3,6.7,12.4,5.2,11.25,,6.6
2014-12-03,1.0,2.2,1.4,0.8,1.2,4.6,5.0,,7.0,2.8,,15.4,12.0,15.0,54.0,,7.0,6.4,17.0,1.0,8.0,46.0,1.4,,1.0,,5.6,2.8,2.6,3.6,,3.4,1.6,3.6,7.4,4.2,6.6,12.4,5.2,10.0,,6.8
2014-12-04,1.0,2.2,1.4,0.8,1.2,4.8,5.0,,7.0,2.8,,15.4,12.0,15.0,54.0,,7.0,6.8,17.0,1.0,8.0,46.0,1.4,,1.0,,5.6,2.8,2.6,3.6,,3.4,1.6,3.6,7.4,4.2,6.6,12.4,5.2,10.0,,7.0
2014-12-05,1.0,2.0,1.4,0.8,1.6,4.8,5.2,,7.0,3.0,,15.4,12.0,15.0,53.0,,7.0,7.2,17.0,1.0,8.0,45.0,1.4,,1.0,,5.2,2.8,2.8,4.0,,3.4,1.8,3.6,8.0,4.2,7.0,12.0,5.2,10.0,,7.4
2014-12-06,1.0,2.0,1.4,0.8,1.8,4.8,5.2,,7.0,3.0,,15.4,12.0,15.0,53.0,,7.0,7.4,17.0,1.0,8.0,45.0,1.4,,1.0,,5.2,2.8,2.8,4.0,,3.4,1.8,3.6,8.0,4.2,7.0,12.0,5.2,10.0,,7.6
2014-12-07,1.0,2.0,1.4,0.8,1.8,4.8,5.2,,7.0,3.0,,15.4,12.0,15.0,53.0,,7.0,7.4,17.0,1.0,8.0,45.0,1.4,,1.0,,5.2,2.8,2.8,4.0,,3.4,1.8,3.6,8.0,4.2,7.0,12.0,5.2,10.0,,7.6
2014-12-08,1.0,2.0,1.5,0.9,1.8,4.8,5.2,,6.6,3.5,1.2,16.2,14.0,16.5,52.5,22.0,6.2,7.4,17.0,1.25,9.0,47.5,1.8,,1.2,3.7,5.4,3.0,2.5,3.7,,3.4,2.1,3.8,6.5,4.4,7.4,12.0,5.0,11.25,,6.8
2014-12-09,1.0,2.0,1.5,0.9,1.8,4.8,5.2,,6.6,3.6,1.0,16.2,14.0,16.5,52.5,22.0,6.2,7.4,17.0,1.25,9.0,47.5,1.6,,1.2,3.7,5.4,3.0,3.0,3.7,,3.4,2.1,3.8,6.7,4.5,7.2,12.0,5.0,11.25,,7.4
2014-12-10,1.0,1.6,1.5,0.9,2.3,4.9,5.2,,6.4,3.6,1.0,16.2,14.0,16.5,52.5,22.0,6.2,7.0,17.0,1.3,9.0,47.5,1.7,,1.2,3.7,5.2,3.1,3.3,3.1,,3.4,2.1,4.0,6.0,4.7,7.0,12.4,5.0,11.25,,6.6
2014-12-11,1.2,1.6,1.5,0.9,1.8,5.0,5.2,,6.4,3.6,1.0,16.2,14.0,16.5,52.5,22.0,6.2,7.0,17.0,1.3,9.0,47.5,1.7,,1.1,3.7,5.2,3.1,3.3,3.0,,3.4,2.1,4.0,6.0,4.8,7.0,12.4,5.0,11.25,,6.8
2014-12-12,1.4,1.6,1.45,0.9,1.8,5.0,5.2,,6.6,4.2,1.0,16.2,14.0,16.5,52.5,22.0,5.9,7.0,17.0,1.3,9.0,47.5,1.75,,1.1,3.6,5.2,3.2,3.45,3.2,,3.4,2.1,4.0,6.2,4.7,7.2,12.6,5.0,11.25,,7.0
2014-12-13,1.4,1.6,1.3,0.8,2.2,5.2,5.2,,6.6,3.4,,15.4,12.0,15.0,53.0,,6.0,7.0,17.0,1.2,8.0,45.0,1.8,,1.0,,5.2,3.0,3.4,3.6,,3.4,1.8,4.0,7.0,4.8,7.4,12.6,5.0,10.0,,7.2
2014-12-14,1.4,1.6,1.3,0.8,2.2,5.2,5.2,,6.6,3.4,,15.4,12.0,15.0,53.0,,6.0,7.0,17.0,1.2,8.0,45.0,1.8,,1.0,,5.2,3.0,3.4,3.6,,3.4,1.8,4.0,7.0,4.8,7.4,12.6,5.0,10.0,,7.2
2014-12-15,1.4,1.6,1.45,1.0,1.8,4.9,5.2,,6.6,4.6,1.0,16.2,14.0,16.5,52.5,22.0,6.0,6.6,17.0,1.2,9.0,47.5,1.9,,1.2,3.6,5.0,3.2,3.55,3.4,,3.4,2.0,4.0,6.5,4.3,7.2,12.8,5.0,11.15,,6.6
2014-12-16,1.4,1.6,1.45,1.0,1.8,4.9,5.2,,6.6,4.7,1.0,16.2,14.0,16.5,52.5,22.0,6.0,6.0,17.0,1.2,9.0,47.5,1.9,,1.1,3.7,5.0,3.2,4.0,3.3,,3.2,2.0,4.0,6.5,4.2,7.2,12.8,5.0,11.15,,6.5
2014-12-17,1.4,1.6,1.45,1.0,1.7,4.8,5.2,,6.6,4.8,1.0,16.2,14.0,16.5,52.5,22.0,6.0,7.0,17.0,1.2,9.0,47.5,1.9,,1.2,4.2,5.0,3.2,3.95,3.3,,3.2,2.0,4.0,6.7,4.3,6.7,12.6,5.0,11.15,,5.8
